SIN,Project,BagID,DateColl,Region,Location,Latitude,Longitude,SpeciesBio,TissueBio,Length,Weight,d15N,d13C,percentC,percentN,BombED_Dry,LifeStage,commentsCust,SampleCat
463723,EVOS Production,216,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.235806465,-19.35493088,41.88664246,9.02472496,18.40130043,juvenile,Farm: BCF1,T1
463724,EVOS Production,218,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.413344383,-19.49843788,42.13032532,8.610649109,18.82530022,juvenile,Farm: BCF1,T1
463725,EVOS Production,218,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.27808094,-19.49119186,42.56710434,8.495475769,18.82500076,juvenile,Farm: BCF1,T1
463726,EVOS Production,218,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.406718254,-19.33334351,43.28646088,9.017436028,18.94560051,juvenile,Farm: BCF1,T1
463727,EVOS Production,218,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.020903587,-19.68649483,42.36738205,8.686825752,18.90229988,juvenile,Farm: BCF1,T1
463728,EVOS Production,217,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.024616241,-19.43927383,42.30036545,7.854806423,18.89599991,juvenile,Farm: BCF1,T1
463729,EVOS Production,217,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.034958839,-19.57280731,41.56231308,8.881649971,18.98010063,juvenile,Farm: BCF1,T1
463730,EVOS Production,217,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.448850632,-19.48316765,41.74187851,9.039867401,18.77860069,juvenile,Farm: BCF1,T1
463731,EVOS Production,217,9/21/2024,KBY,BCF1,59.46783066,-151.5184021,Magallana gigas,composite5,,,8.137081146,-19.74659538,42.39578629,8.567796707,18.37330055,juvenile,Farm: BCF1,T1
463732,EVOS Production,215,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.537213326,-20.53613281,43.02451706,6.246794701,18.25160027,juvenile,Farm: MIO1,T1
463733,EVOS Production,215,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.545012951,-20.44361305,42.86584091,6.289466381,18.86720085,juvenile,Farm: MIO1,T1
463734,EVOS Production,215,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.273024559,-20.1689415,40.94604111,6.038132191,18.78339958,juvenile,Farm: MIO1,T1
463735,EVOS Production,215,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.401459694,-20.50696182,43.43184662,6.558992386,18.57329941,juvenile,Farm: MIO1,T1
463736,EVOS Production,214,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.501150131,-20.25332832,41.88002777,7.283698559,18.16480064,juvenile,Farm: MIO1,T1
463737,EVOS Production,214,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.462395668,-20.43066216,42.5406723,6.110420227,18.6303997,juvenile,Farm: MIO1,T1
463738,EVOS Production,214,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.79455471,-20.23729324,42.35206223,7.59331274,18.07789993,juvenile,Farm: MIO1,T1
463739,EVOS Production,214,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.778810024,-19.73442459,39.95754242,6.459071159,18.34370041,juvenile,Farm: MIO1,T1
463740,EVOS Production,213,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.537800789,-20.4778862,42.76852036,6.887743473,18.98110008,juvenile,Farm: MIO1,T1
463741,EVOS Production,213,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.713751793,-20.22216225,42.17802429,7.59789753,18.32859993,juvenile,Farm: MIO1,T1
463742,EVOS Production,213,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.694503307,-20.67823982,43.22789001,6.232759476,18.80310059,juvenile,Farm: MIO1,T1
463743,EVOS Production,213,9/18/2024,KBY,MIO1,59.57136917,-151.2726288,Magallana gigas,composite5,,,7.672152519,-20.24738693,42.7069931,7.102120399,18.60029984,juvenile,Farm: MIO1,T1
463744,EVOS Production,Replacement1,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,8.071469307,-18.65452385,39.20104599,7.530077934,17.95439911,juvenile,Farm: SSF1,T1
463745,EVOS Production,Replacement1,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.652724266,-19.22406197,41.25577545,8.076557159,18.8973999,juvenile,Farm: SSF1,T1
463746,EVOS Production,Replacement1,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.746522903,-19.28803444,41.99175644,8.416621208,18.60079956,juvenile,Farm: SSF1,T1
463747,EVOS Production,Replacement1,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.477323532,-19.3035965,41.36268616,7.307085037,18.52610016,juvenile,Farm: SSF1,T1
463748,EVOS Production,Replacement2,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.750759602,-19.16069603,40.39265823,8.03834343,18.05089951,juvenile,Farm: SSF1,T1
463749,EVOS Production,Replacement2,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.413435936,-19.44279671,41.50872803,7.695772648,18.57999992,juvenile,Farm: SSF1,T1
463750,EVOS Production,Replacement2,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.619744301,-19.1081562,40.96521759,8.337331772,17.74620056,juvenile,Farm: SSF1,T1
463751,EVOS Production,Replacement2,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.790260792,-19.25794411,41.7475853,8.46821022,18.57069969,juvenile,Farm: SSF1,T1
463752,EVOS Production,Replacement3,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.586411476,-18.9373188,39.72411346,7.891820908,17.25779915,juvenile,Farm: SSF1,T1
463753,EVOS Production,Replacement3,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.723617077,-19.304245,41.75364685,7.543503284,19.01989937,juvenile,Farm: SSF1,T1
463754,EVOS Production,Replacement3,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.991467953,-18.66539955,38.7889328,7.580536366,17.89570045,juvenile,Farm: SSF1,T1
463755,EVOS Production,Replacement3,10/3/2024,KBY,SSF1,59.46033096,-151.5187836,Magallana gigas,composite5,,,7.493866444,-19.62182236,42.0364151,7.245029449,18.77540016,juvenile,Farm: SSF1,T1
